platform,post_type,topic,day_of_week,is_weekend,post_hour,followers,hashtags_count,caption_length,sentiment,likes,comments,shares,engagement_rate
TikTok,Image,Business,Tuesday,0,13,140412,12,537,Negative,3926,534,543,3.563
LinkedIn,Carousel,Fitness,Friday,0,9,369621,25,538,Neutral,3259,550,652,1.207
TikTok,Text,Tech,Tuesday,0,14,64343,21,580,Negative,870,77,178,1.749
TikTok,Image,Entertainment,Sunday,1,22,486165,28,63,Negative,7199,1224,231,1.78
LinkedIn,Carousel,Entertainment,Wednesday,0,13,106641,22,535,Negative,1245,86,221,1.455
Facebook,Text,Travel,Wednesday,0,8,197232,17,123,Neutral,2066,191,177,1.234
LinkedIn,Text,Food,Saturday,1,20,391073,20,375,Neutral,5788,675,615,1.81
TikTok,Image,Travel,Monday,0,10,101116,9,398,Neutral,2225,203,365,2.762
YouTube,Video,Business,Tuesday,0,14,275143,20,131,Neutral,5480,813,693,2.539
YouTube,Video,Travel,Monday,0,3,392858,21,14,Negative,4825,677,238,1.461
Facebook,Text,Tech,Wednesday,0,12,12309,18,566,Negative,111,10,21,1.155
LinkedIn,Video,Tech,Thursday,0,10,13171,3,535,Negative,247,17,61,2.47
Instagram,Text,Business,Tuesday,0,2,394367,16,113,Negative,4621,322,657,1.42
TikTok,Reel,Business,Wednesday,0,5,131739,22,364,Negative,2072,123,269,1.87
YouTube,Reel,Business,Saturday,1,16,454779,6,99,Neutral,13346,2430,1515,3.802
Instagram,Video,Tech,Sunday,1,4,463733,24,344,Positive,7786,1212,1807,2.33
LinkedIn,Story,Fashion,Monday,0,3,440274,26,197,Neutral,2289,185,419,0.657
YouTube,Image,Food,Friday,0,1,498391,16,453,Negative,4819,352,770,1.192
YouTube,Image,Fashion,Monday,0,0,411596,29,348,Negative,1192,208,176,0.383
Twitter,Image,Food,Thursday,0,10,192047,26,303,Neutral,1440,232,101,0.923
Instagram,Video,Travel,Sunday,1,11,496112,14,412,Negative,16617,3042,1654,4.296
YouTube,Story,Fashion,Saturday,1,14,173261,27,290,Positive,1495,132,379,1.158
YouTube,Video,Tech,Tuesday,0,13,293407,28,17,Neutral,3828,493,497,1.642
LinkedIn,Reel,Food,Tuesday,0,12,3354,3,361,Negative,69,6,16,2.713
YouTube,Carousel,Business,Saturday,1,23,481312,30,469,Neutral,1827,289,117,0.464
Instagram,Image,Fitness,Saturday,1,5,296129,0,299,Negative,2844,370,846,1.371
LinkedIn,Carousel,Food,Tuesday,0,17,474447,15,113,Neutral,9177,1334,643,2.351
Instagram,Image,Food,Monday,0,1,176738,29,14,Neutral,812,58,219,0.616
YouTube,Carousel,Fitness,Thursday,0,20,156962,22,184,Neutral,4330,656,145,3.269
TikTok,Text,Fashion,Friday,0,8,261442,8,463,Negative,5805,520,807,2.728
YouTube,Text,Business,Thursday,0,8,431785,19,200,Positive,4602,840,810,1.448
LinkedIn,Video,Entertainment,Sunday,1,3,274672,6,574,Positive,5541,449,553,2.382
Instagram,Reel,Tech,Saturday,1,12,396340,7,206,Neutral,13741,2288,1703,4.474
Instagram,Text,Entertainment,Saturday,1,9,107616,28,262,Positive,685,56,139,0.818
Twitter,Video,Tech,Monday,0,23,388011,1,458,Neutral,6592,917,372,2.031
TikTok,Carousel,Travel,Saturday,1,4,366364,29,372,Neutral,2882,440,118,0.939
Instagram,Image,Fitness,Saturday,1,10,448192,14,34,Positive,9761,1075,1297,2.707
YouTube,Story,Food,Wednesday,0,21,29289,2,55,Neutral,726,64,67,2.925
Facebook,Reel,Fashion,Friday,0,19,192402,24,125,Neutral,2816,317,625,1.953
Twitter,Video,Tech,Saturday,1,18,44806,1,524,Negative,735,80,185,2.232
Facebook,Reel,Business,Sunday,1,12,200327,10,23,Positive,7490,1205,1938,5.308
Twitter,Reel,Tech,Thursday,0,20,379569,7,52,Negative,8645,626,2226,3.029
Twitter,Text,Travel,Monday,0,5,320206,24,469,Neutral,1379,94,272,0.545
Instagram,Image,Food,Friday,0,19,376620,12,377,Negative,7126,753,1676,2.537
LinkedIn,Story,Entertainment,Friday,0,13,369033,20,590,Positive,5448,538,937,1.876
TikTok,Story,Entertainment,Monday,0,8,496128,2,139,Positive,14162,1356,4506,4.036
YouTube,Story,Business,Saturday,1,5,439928,21,399,Neutral,4867,786,810,1.469
Facebook,Story,Business,Tuesday,0,12,293331,22,89,Neutral,3383,218,564,1.42
YouTube,Story,Travel,Sunday,1,0,437984,8,358,Neutral,8256,1643,1637,2.634
YouTube,Reel,Food,Thursday,0,17,24431,27,72,Positive,341,53,28,1.728
YouTube,Image,Fashion,Wednesday,0,5,360809,14,545,Neutral,4481,497,524,1.525
Twitter,Carousel,Entertainment,Monday,0,9,261256,20,255,Negative,3546,614,355,1.728
YouTube,Video,Food,Monday,0,4,478467,5,160,Negative,9504,1276,631,2.385
LinkedIn,Video,Travel,Saturday,1,11,252126,28,590,Positive,2938,373,173,1.382
Instagram,Reel,Tech,Wednesday,0,8,89724,7,49,Neutral,4033,465,1221,6.374
Facebook,Reel,Fashion,Saturday,1,4,362192,19,481,Neutral,6149,892,627,2.117
TikTok,Text,Fitness,Tuesday,0,21,475194,2,310,Neutral,8903,774,2426,2.547
Instagram,Reel,Food,Sunday,1,18,8580,1,415,Negative,220,30,39,3.365
Twitter,Image,Fitness,Sunday,1,9,32563,3,163,Neutral,679,53,124,2.63
TikTok,Video,Fashion,Monday,0,1,330812,29,529,Negative,2341,274,286,0.877
Instagram,Story,Tech,Friday,0,20,278033,6,276,Negative,8444,1141,638,3.677
Twitter,Carousel,Entertainment,Sunday,1,16,274527,27,256,Positive,3927,319,627,1.775
Facebook,Text,Travel,Wednesday,0,13,45553,17,279,Negative,341,30,47,0.918
LinkedIn,Carousel,Food,Monday,0,14,286265,2,184,Positive,5277,877,527,2.334
Facebook,Video,Food,Sunday,1,0,284216,13,198,Neutral,3253,343,937,1.595
YouTube,Reel,Fitness,Thursday,0,11,424715,14,92,Neutral,14617,1238,4931,4.894
Instagram,Reel,Travel,Monday,0,4,195359,8,296,Neutral,5943,633,1049,3.903
YouTube,Reel,Food,Saturday,1,15,174278,18,290,Neutral,6092,1083,371,4.33
TikTok,Carousel,Entertainment,Friday,0,22,41263,26,234,Positive,805,134,185,2.723
YouTube,Text,Entertainment,Monday,0,12,283665,27,591,Positive,1891,266,317,0.872
YouTube,Story,Fashion,Tuesday,0,14,324234,16,76,Negative,4812,874,831,2.01
Facebook,Text,Fitness,Monday,0,16,140722,27,547,Negative,611,90,77,0.553
YouTube,Carousel,Entertainment,Sunday,1,22,365733,28,521,Negative,3365,582,489,1.213
LinkedIn,Video,Travel,Monday,0,0,469057,2,23,Neutral,11248,1782,2374,3.284
YouTube,Text,Tech,Saturday,1,7,87505,19,423,Negative,832,162,193,1.357
YouTube,Carousel,Tech,Thursday,0,6,286561,23,133,Neutral,6034,906,1124,2.814
LinkedIn,Text,Fitness,Friday,0,17,347371,0,34,Positive,4861,478,914,1.8
Twitter,Image,Entertainment,Saturday,1,10,9723,18,517,Positive,138,9,17,1.685
Instagram,Video,Tech,Sunday,1,18,89934,28,78,Positive,2035,168,569,3.082
Instagram,Reel,Travel,Monday,0,11,198119,8,186,Neutral,9364,1220,1470,6.084
Twitter,Carousel,Travel,Monday,0,23,69129,26,66,Negative,568,107,49,1.048
TikTok,Carousel,Fashion,Monday,0,18,178079,28,93,Positive,3621,572,348,2.55
LinkedIn,Text,Fitness,Friday,0,0,74107,19,46,Neutral,1104,188,181,1.988
Twitter,Carousel,Entertainment,Thursday,0,23,448361,19,506,Positive,4603,749,1086,1.436
Facebook,Reel,Fashion,Monday,0,22,299739,16,44,Neutral,11575,1938,296,4.607
LinkedIn,Video,Tech,Tuesday,0,1,164921,12,457,Neutral,2722,399,108,1.958
LinkedIn,Reel,Food,Thursday,0,9,389506,14,102,Positive,14925,1478,3088,5.004
YouTube,Video,Food,Saturday,1,23,9699,16,549,Neutral,306,39,44,4.011
TikTok,Carousel,Business,Wednesday,0,20,298648,14,510,Positive,9611,1234,2800,4.569
LinkedIn,Text,Travel,Sunday,1,11,341879,25,381,Negative,1673,157,536,0.692
YouTube,Story,Tech,Sunday,1,13,404771,23,498,Negative,4623,469,1405,1.605
Twitter,Video,Food,Saturday,1,0,111525,10,186,Negative,2108,204,288,2.331
YouTube,Text,Business,Thursday,0,13,295942,15,472,Negative,2676,246,724,1.232
Twitter,Image,Travel,Sunday,1,15,383955,6,140,Positive,5999,591,1654,2.147
Instagram,Image,Travel,Saturday,1,8,398761,5,372,Negative,7667,1549,1718,2.742
Twitter,Reel,Fashion,Thursday,0,7,88236,11,552,Positive,2575,309,776,4.148
Instagram,Reel,Food,Thursday,0,19,488272,1,436,Negative,8062,1407,1127,2.17
Instagram,Carousel,Tech,Saturday,1,10,137345,26,169,Negative,2811,203,584,2.62
YouTube,Text,Tech,Thursday,0,6,195784,3,445,Negative,2125,400,175,1.379
TikTok,Carousel,Tech,Tuesday,0,8,96433,10,531,Negative,2969,489,405,4.006
Facebook,Video,Fitness,Sunday,1,11,75396,7,534,Negative,1299,238,153,2.241
YouTube,Carousel,Fashion,Monday,0,6,128104,6,446,Negative,2575,325,267,2.472
Instagram,Video,Fitness,Friday,0,13,68130,11,442,Positive,2496,381,480,4.928
Facebook,Reel,Entertainment,Friday,0,20,366517,22,473,Positive,6458,756,1564,2.395
TikTok,Carousel,Fitness,Friday,0,17,298940,27,444,Negative,3149,354,300,1.272
Facebook,Video,Fitness,Monday,0,5,195319,5,88,Positive,4478,697,399,2.854
TikTok,Text,Tech,Thursday,0,11,273777,7,484,Neutral,3851,274,866,1.823
YouTube,Reel,Travel,Sunday,1,13,302299,14,116,Positive,12960,938,3584,5.783
Instagram,Video,Entertainment,Tuesday,0,16,92525,9,338,Neutral,2556,488,504,3.835
Instagram,Story,Food,Friday,0,18,148830,24,210,Negative,1540,133,509,1.466
YouTube,Carousel,Business,Sunday,1,11,441111,6,135,Negative,14614,2155,884,4.002
LinkedIn,Text,Fitness,Sunday,1,7,6542,12,176,Neutral,91,8,16,1.761
LinkedIn,Story,Fashion,Thursday,0,15,478395,16,59,Neutral,5603,687,1637,1.657
Twitter,Carousel,Tech,Wednesday,0,3,482162,11,269,Neutral,5559,610,1512,1.593
Twitter,Video,Tech,Friday,0,16,126981,19,257,Neutral,1866,249,400,1.981
TikTok,Reel,Fashion,Thursday,0,21,160695,24,248,Neutral,5437,975,940,4.575
LinkedIn,Image,Food,Friday,0,17,103838,16,64,Negative,1604,282,165,1.975
Instagram,Carousel,Fitness,Saturday,1,10,280548,14,368,Positive,9683,920,2139,4.542
LinkedIn,Story,Fitness,Friday,0,19,107353,29,109,Neutral,678,68,69,0.759
TikTok,Carousel,Travel,Tuesday,0,12,395445,30,514,Neutral,2444,404,177,0.765
Instagram,Reel,Business,Saturday,1,12,194017,30,24,Neutral,2003,141,250,1.234
Twitter,Text,Business,Thursday,0,20,483733,0,42,Positive,5974,444,785,1.489
TikTok,Video,Fitness,Sunday,1,4,426686,25,187,Positive,8727,1020,664,2.44
LinkedIn,Video,Entertainment,Friday,0,18,200956,27,250,Neutral,3750,571,106,2.203
Instagram,Text,Food,Sunday,1,16,298182,24,582,Negative,2416,270,549,1.085
Instagram,Image,Business,Sunday,1,12,12680,23,319,Negative,208,16,60,2.24
LinkedIn,Carousel,Food,Sunday,1,1,34242,11,233,Negative,595,121,105,2.398
Twitter,Carousel,Fashion,Saturday,1,18,253260,22,504,Negative,3989,723,310,1.983
YouTube,Story,Fashion,Friday,0,5,236753,17,152,Neutral,3561,511,367,1.875
LinkedIn,Image,Tech,Monday,0,21,199449,25,539,Positive,2453,407,580,1.725
YouTube,Story,Entertainment,Wednesday,0,19,45620,10,248,Neutral,1227,214,49,3.267
Facebook,Carousel,Fashion,Thursday,0,8,420013,23,194,Negative,4663,652,389,1.358
Twitter,Text,Business,Saturday,1,10,203403,24,187,Neutral,928,150,90,0.574
Instagram,Text,Business,Friday,0,0,235271,25,15,Negative,2089,263,377,1.16
LinkedIn,Video,Travel,Thursday,0,11,202058,5,407,Positive,5112,515,1443,3.499
Facebook,Story,Entertainment,Tuesday,0,1,248925,26,350,Positive,1586,272,186,0.821
Twitter,Video,Entertainment,Saturday,1,23,324352,6,384,Positive,6736,1102,1468,2.869
Twitter,Image,Entertainment,Thursday,0,15,382109,29,394,Positive,1910,191,314,0.632
Facebook,Reel,Travel,Monday,0,5,274952,1,26,Neutral,3069,462,580,1.495
Instagram,Text,Food,Tuesday,0,19,83403,6,527,Neutral,1207,216,214,1.963
LinkedIn,Story,Tech,Sunday,1,0,437440,18,311,Neutral,3576,360,731,1.067
YouTube,Carousel,Business,Monday,0,13,142672,16,417,Positive,3726,600,408,3.318
Facebook,Image,Entertainment,Wednesday,0,2,8629,21,31,Neutral,73,6,18,1.129
Twitter,Image,Travel,Thursday,0,1,20000,12,459,Positive,215,29,11,1.274
Facebook,Carousel,Tech,Monday,0,5,387112,0,409,Neutral,3869,827,824,1.426
TikTok,Video,Business,Tuesday,0,7,193785,19,227,Positive,8098,1322,256,4.993
Twitter,Story,Food,Sunday,1,17,11817,15,562,Positive,128,25,30,1.55
YouTube,Image,Travel,Friday,0,21,405815,15,393,Positive,14696,2368,2999,4.944
Facebook,Story,Fitness,Tuesday,0,18,152492,11,545,Positive,3267,370,209,2.522
Instagram,Video,Fashion,Tuesday,0,17,488988,27,494,Neutral,5310,772,480,1.342
LinkedIn,Image,Tech,Wednesday,0,13,439891,24,131,Neutral,4675,482,711,1.334
LinkedIn,Video,Tech,Saturday,1,8,24559,5,597,Neutral,652,85,69,3.28
YouTube,Image,Entertainment,Saturday,1,6,345361,1,448,Neutral,6094,832,1079,2.318
YouTube,Carousel,Entertainment,Tuesday,0,22,301806,5,121,Positive,13977,1784,1333,5.664
YouTube,Video,Food,Saturday,1,12,86412,1,477,Positive,2371,299,608,3.793
LinkedIn,Text,Food,Sunday,1,13,171860,21,263,Negative,2239,233,262,1.591
Twitter,Text,Food,Tuesday,0,0,245646,19,519,Negative,1597,158,144,0.773
Twitter,Image,Food,Monday,0,10,73484,14,112,Positive,1505,132,179,2.471
Instagram,Image,Travel,Sunday,1,16,361091,18,163,Positive,12621,1461,1481,4.31
Twitter,Image,Food,Thursday,0,11,139010,25,215,Positive,1728,134,304,1.558
Twitter,Video,Fitness,Saturday,1,14,468702,25,275,Positive,8330,1500,875,2.284
Instagram,Image,Food,Wednesday,0,19,400942,13,382,Positive,11535,865,2792,3.789
Facebook,Video,Fitness,Wednesday,0,0,317343,18,140,Neutral,6971,1123,306,2.647
LinkedIn,Text,Entertainment,Tuesday,0,21,60323,17,426,Negative,379,35,61,0.787
Twitter,Video,Fashion,Tuesday,0,19,12825,29,24,Negative,73,13,10,0.75
YouTube,Video,Tech,Thursday,0,10,73386,23,205,Negative,1552,232,114,2.586
Twitter,Carousel,Travel,Monday,0,18,250101,9,398,Neutral,5276,1059,1116,2.979
YouTube,Text,Tech,Saturday,1,1,390738,27,166,Neutral,2085,347,104,0.649
LinkedIn,Video,Fashion,Thursday,0,7,76904,12,264,Neutral,2881,421,205,4.56
Instagram,Video,Business,Sunday,1,2,353830,23,367,Positive,5643,501,1541,2.172
Facebook,Carousel,Food,Thursday,0,15,24365,30,156,Neutral,87,13,23,0.503
TikTok,Image,Travel,Wednesday,0,20,133171,25,578,Positive,2800,291,378,2.605
LinkedIn,Carousel,Business,Thursday,0,14,299456,3,509,Neutral,4249,807,765,1.944
Facebook,Story,Tech,Tuesday,0,17,414272,6,582,Positive,7830,1265,123,2.225
LinkedIn,Carousel,Travel,Saturday,1,3,388572,24,302,Negative,2881,334,892,1.057
YouTube,Image,Tech,Saturday,1,22,266558,3,212,Negative,6056,966,1223,3.093
Twitter,Reel,Travel,Tuesday,0,4,18512,0,596,Negative,155,18,47,1.187
Instagram,Image,Fashion,Friday,0,12,147047,8,439,Positive,4090,590,324,3.403
Facebook,Video,Entertainment,Thursday,0,16,391902,15,478,Positive,5529,783,715,1.793
YouTube,Image,Fashion,Tuesday,0,20,41063,3,117,Negative,964,118,83,2.837
TikTok,Story,Fashion,Monday,0,22,353340,4,522,Negative,8903,1453,188,2.984
YouTube,Story,Tech,Saturday,1,14,352108,10,321,Neutral,5741,541,971,2.06
YouTube,Text,Tech,Tuesday,0,13,376117,18,466,Positive,4933,871,910,1.785
Instagram,Text,Fashion,Thursday,0,10,109007,16,496,Neutral,1465,244,343,1.882
Facebook,Text,Fashion,Tuesday,0,13,122741,24,72,Neutral,1317,124,146,1.293
Instagram,Text,Business,Friday,0,16,99651,30,68,Negative,227,28,53,0.309
Instagram,Text,Entertainment,Monday,0,15,197100,1,48,Neutral,3423,234,447,2.082
YouTube,Story,Business,Wednesday,0,14,262214,21,389,Positive,3594,474,253,1.648
YouTube,Reel,Entertainment,Thursday,0,10,60315,5,549,Negative,1333,233,113,2.783
Instagram,Image,Entertainment,Thursday,0,4,283915,11,27,Negative,4373,342,816,1.948
TikTok,Carousel,Travel,Friday,0,1,119826,10,91,Positive,3947,296,441,3.909
LinkedIn,Story,Food,Tuesday,0,10,281292,21,296,Positive,4526,542,496,1.978
Instagram,Carousel,Fitness,Thursday,0,9,151743,7,240,Positive,5898,574,878,4.844
YouTube,Video,Food,Saturday,1,14,477341,27,70,Negative,4812,488,987,1.317
YouTube,Story,Fitness,Wednesday,0,21,160058,11,369,Neutral,4089,603,601,3.307
LinkedIn,Text,Entertainment,Tuesday,0,16,435717,25,544,Neutral,2680,322,532,0.811
TikTok,Text,Fashion,Saturday,1,19,87932,29,135,Negative,634,101,18,0.856
Twitter,Carousel,Business,Saturday,1,13,42916,15,11,Positive,1096,128,154,3.21
TikTok,Image,Entertainment,Friday,0,22,94761,3,142,Positive,4245,579,372,5.483
Twitter,Carousel,Travel,Saturday,1,22,209976,21,118,Negative,3187,406,924,2.151
YouTube,Carousel,Food,Saturday,1,3,450784,13,285,Neutral,10338,944,1205,2.77
Instagram,Story,Fashion,Saturday,1,15,88535,10,73,Positive,2850,363,524,4.221
Facebook,Video,Fashion,Thursday,0,12,392054,14,222,Negative,7004,1055,582,2.204
YouTube,Image,Food,Monday,0,23,348605,9,80,Positive,6630,1364,1397,2.694
Facebook,Carousel,Business,Friday,0,14,172566,8,409,Negative,2080,135,279,1.445
Facebook,Story,Travel,Tuesday,0,0,168537,30,286,Negative,310,40,38,0.23
TikTok,Carousel,Fashion,Saturday,1,5,473847,8,54,Negative,14299,2113,2191,3.926
Facebook,Carousel,Travel,Thursday,0,3,357458,14,35,Neutral,2926,230,769,1.098
LinkedIn,Reel,Business,Sunday,1,4,119841,22,298,Positive,2651,472,427,2.962
Facebook,Text,Tech,Friday,0,2,455973,6,359,Negative,2189,228,519,0.644
Facebook,Video,Tech,Thursday,0,18,203706,19,112,Neutral,5497,1050,1092,3.75
YouTube,Story,Entertainment,Sunday,1,11,40308,27,200,Neutral,240,33,39,0.774
Facebook,Text,Business,Thursday,0,16,406855,25,367,Positive,2647,225,574,0.847
Instagram,Image,Fitness,Wednesday,0,23,434428,0,287,Neutral,10974,1785,1647,3.316
TikTok,Carousel,Entertainment,Wednesday,0,15,221721,12,78,Neutral,9935,811,1588,5.563
YouTube,Story,Fitness,Sunday,1,11,352111,0,240,Positive,6678,1068,1007,2.486
Instagram,Carousel,Travel,Saturday,1,6,117695,18,126,Negative,1706,313,373,2.032
TikTok,Text,Fashion,Tuesday,0,18,425254,10,556,Positive,9431,1225,737,2.679
LinkedIn,Text,Business,Thursday,0,12,184583,27,484,Negative,949,96,197,0.673
TikTok,Reel,Business,Wednesday,0,18,134019,5,194,Negative,5755,676,778,5.379
Instagram,Story,Food,Friday,0,0,250610,26,148,Neutral,3038,372,209,1.444
YouTube,Image,Business,Monday,0,3,133979,10,89,Positive,2751,393,231,2.519
LinkedIn,Text,Business,Friday,0,3,310511,28,444,Neutral,720,105,97,0.297
YouTube,Text,Tech,Saturday,1,16,373966,6,551,Neutral,6060,698,994,2.073
Twitter,Image,Fashion,Tuesday,0,12,203100,8,171,Neutral,3095,471,175,1.842
YouTube,Reel,Fitness,Tuesday,0,7,391830,10,387,Positive,15170,2342,908,4.701
LinkedIn,Image,Fitness,Friday,0,7,215936,30,148,Neutral,714,118,151,0.455
Instagram,Carousel,Fitness,Tuesday,0,14,485119,22,551,Positive,7938,772,1288,2.061
YouTube,Video,Food,Sunday,1,23,132339,25,186,Neutral,2466,288,217,2.245
TikTok,Image,Business,Saturday,1,23,352515,17,66,Neutral,13105,1490,1377,4.531
Facebook,Reel,Travel,Sunday,1,11,267905,24,529,Neutral,4176,765,870,2.169
LinkedIn,Video,Fashion,Thursday,0,16,471794,19,567,Negative,7312,1250,992,2.025
Twitter,Video,Tech,Sunday,1,2,110118,20,244,Negative,1349,237,149,1.576
LinkedIn,Story,Entertainment,Monday,0,22,98776,25,545,Negative,773,76,197,1.059
YouTube,Story,Fitness,Wednesday,0,0,433829,30,153,Negative,1461,227,134,0.42
YouTube,Image,Travel,Monday,0,8,450598,17,169,Negative,6618,1176,785,1.904
Facebook,Video,Fashion,Friday,0,17,373809,13,326,Positive,9962,892,2525,3.579
YouTube,Reel,Tech,Thursday,0,23,237704,20,364,Positive,6792,489,1768,3.807
Twitter,Reel,Fashion,Wednesday,0,4,205434,22,237,Neutral,2299,168,308,1.351
TikTok,Story,Tech,Wednesday,0,15,333452,30,481,Neutral,1334,178,95,0.482
TikTok,Text,Travel,Friday,0,4,373740,21,476,Negative,3996,448,418,1.301
Twitter,Image,Fashion,Tuesday,0,1,138350,29,81,Positive,455,38,51,0.393
Twitter,Story,Tech,Thursday,0,10,3994,22,594,Positive,50,6,3,1.486
Twitter,Image,Fashion,Friday,0,13,37241,29,103,Negative,191,32,24,0.664
YouTube,Image,Fitness,Tuesday,0,6,172572,23,320,Negative,1974,375,414,1.601
Twitter,Reel,Travel,Tuesday,0,23,341013,27,259,Positive,5207,795,348,1.862
Facebook,Text,Fashion,Wednesday,0,14,220430,5,276,Positive,2750,479,230,1.569
Twitter,Image,Business,Friday,0,10,309380,30,85,Neutral,1110,162,194,0.474
Facebook,Video,Travel,Tuesday,0,11,235164,10,212,Neutral,6122,967,145,3.076
Twitter,Text,Fashion,Wednesday,0,11,126203,24,27,Positive,1005,123,210,1.06
Instagram,Video,Fitness,Thursday,0,2,374491,12,584,Neutral,11790,1907,403,3.765
Instagram,Reel,Entertainment,Tuesday,0,14,361863,14,94,Negative,10394,1839,942,3.641
TikTok,Carousel,Travel,Thursday,0,18,481422,23,295,Negative,10559,1776,2632,3.109
Instagram,Text,Fashion,Monday,0,10,412929,16,137,Negative,4899,550,460,1.431
LinkedIn,Carousel,Food,Monday,0,10,190308,22,115,Neutral,3913,376,516,2.525
TikTok,Carousel,Fitness,Tuesday,0,21,352519,2,240,Negative,10382,1076,1578,3.698
TikTok,Carousel,Entertainment,Wednesday,0,14,175624,25,581,Positive,4653,371,849,3.344
Twitter,Reel,Entertainment,Monday,0,7,436479,12,292,Positive,7584,566,2199,2.371
Facebook,Text,Entertainment,Sunday,1,0,305452,24,576,Positive,2664,333,641,1.191
YouTube,Text,Business,Wednesday,0,19,417399,8,497,Negative,4478,345,1534,1.523
YouTube,Text,Fitness,Saturday,1,15,140986,18,267,Neutral,2303,440,442,2.259
LinkedIn,Video,Fitness,Sunday,1,15,7952,18,541,Positive,219,34,39,3.674
Instagram,Story,Business,Saturday,1,6,71104,4,215,Negative,1268,218,137,2.283
Instagram,Text,Business,Saturday,1,4,265916,14,305,Positive,3173,416,820,1.658
Facebook,Reel,Fitness,Monday,0,11,480789,19,411,Neutral,7984,738,1466,2.119
Instagram,Story,Tech,Wednesday,0,18,313707,25,357,Positive,5394,576,1324,2.325
YouTube,Story,Entertainment,Saturday,1,7,404860,27,499,Positive,3012,553,516,1.008
Facebook,Reel,Tech,Friday,0,12,234888,11,106,Positive,7353,543,835,3.717
Facebook,Reel,Food,Monday,0,23,479270,19,304,Positive,12432,1755,459,3.056
YouTube,Carousel,Travel,Thursday,0,5,470508,5,402,Neutral,10261,906,1320,2.654
TikTok,Reel,Entertainment,Saturday,1,5,109307,27,205,Positive,1826,220,533,2.359
Facebook,Video,Tech,Saturday,1,5,431153,26,521,Positive,3884,241,674,1.113
Twitter,Reel,Travel,Wednesday,0,21,9395,30,187,Neutral,56,8,13,0.822
LinkedIn,Image,Food,Tuesday,0,12,296500,15,187,Neutral,3495,280,675,1.501
LinkedIn,Story,Tech,Wednesday,0,22,218912,11,202,Neutral,3918,639,141,2.146
YouTube,Video,Fashion,Wednesday,0,22,151007,23,409,Neutral,3030,239,734,2.651
YouTube,Text,Food,Wednesday,0,10,466837,22,79,Negative,3930,351,401,1.003
YouTube,Image,Entertainment,Wednesday,0,1,331330,6,94,Negative,3000,192,529,1.123
